0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:30 -0300] "POST /ScadaBR/dwr/call/plaincall/WatchListDwr.init.dwr HTTP/1.1" 200 4125
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:30 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 883
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:30 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.resetWatchlistState.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:31 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 3451
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:35 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:35 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:35 -0300] "GET /ScadaBR/scheduled_events.shtm HTTP/1.1" 200 55312
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "GET /ScadaBR/dwr/interface/ScheduledEventsDwr.js HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "GET /ScadaBR/images/clock_add.png HTTP/1.1" 200 925
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "POST /ScadaBR/dwr/call/plaincall/ScheduledEventsDwr.getScheduledEvents.dwr HTTP/1.1" 200 76
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "GET /ScadaBR/compound_events.shtm HTTP/1.1" 200 25165
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "GET /ScadaBR/dwr/interface/CompoundEventsDwr.js HTTP/1.1" 200 3127
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:36 -0300] "POST /ScadaBR/dwr/call/plaincall/CompoundEventsDwr.getInitData.dwr HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:38 -0300] "GET /ScadaBR/users.shtm HTTP/1.1" 200 31087
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:38 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.terminateLongPoll.dwr HTTP/1.1" 200 78
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:38 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.doLongPoll.dwr HTTP/1.1" 200 91
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:38 -0300] "GET /ScadaBR/dwr/interface/MiscDwr.js HTTP/1.1" 200 4365
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:38 -0300] "GET /ScadaBR/dwr/interface/UsersDwr.js HTTP/1.1" 200 2975
0:0:0:0:0:0:0:1 - - [21/Nov/2022:21:31:38 -0300] "POST /ScadaBR/dwr/call/plaincall/MiscDwr.initializeLongPoll.dwr HTTP/1.1" 200 105
